symbol,company_name
SHIVA,Shivansh Finserv Limited
SHIVKAMAL,Shivkamal Impex Limited
SHLOKKA,SHLOKKA DYES LIMITED
SHOORA,Shoora Designs Limited
SHOPERSTOP,Shoppers Stop Limited
SHRADDHA,SHRADDHA PRIME PROJECTS LTD
SHRAAITECH,Shradha AI Technologies Limited
SHRADHA,Shradha Realty Limited
SAPPL,Shree Ajit Pulp & Paper Limited
SBFL,Shree Bhavya Fabrics Limited
SHREECEM,SHREE CEMENT LIMITED
SHREDIGCEM,Shree Digvijay Cement Co.Ltd
SHREEGANES,Shree Ganesh Biotech (India) Limited
SHGANEL,Shree Ganesh Elastoplast Ltd
SGRL,Shree Ganesh Remedies Limited
HANSUGAR,SHREE HANUMAN SUGAR & INDUSTRIES LTD.
SHHARICH,Shree Hari Chemicals Export Ltd.
SHKARTP,Shree Karthik Papers Ltd.
SKIFL,Shree Krishna Infrastructure Limited
SKPMIL,Shree Krishna Paper Mills & Industr
SHRMFGC,Shree Manufacturing Co. Ltd.
SHREE,Shree Marutinandan Tubes Limited
SHREMETAL,Shree Metalloys Limited
SHREEPAC,Shree Pacetronix Ltd
SPSL,Shree Precoated Steels Limited
SHREEPUSHK,Shree Pushkar Chemicals & Fertilisers Limited
SHRAJSYNQ,Shree Rajasthan Syntex Ltd.
SRTL,Shree Ram Twistex Limited
SHREERAMA,Shree Rama Multi-Tech Limited
RAMANEWS,Shree Rama Newsprint Limited
SHREEREF,SHREE REFRIGERATIONS LIMITED
RENUKA,Shree Renuka Sugars Limited
SALSAIN,Shree Salasar Investment Ltd.
SHREESEC,Shree Securities Ltd.
SSWRL,Shree Steel Wire Ropes Ltd.
BALAJEE,Shree Tirupati Balajee Agro Trading Company Limited
SVLL,Shree Vasu Logistics Limited
SHVFL,Shree Vatsaa Finance & Leasing Ltd.
SHREEJISPG,Shreeji Shipping Global Limited
STL,Shreeji Translogistics Limited
SHRENTI,Shreenath Investments Co. Ltd.
SHREENATH,SHREENATH PAPER PRODUCTS LIMITED
OSWALSEEDS,ShreeOswal Seeds And Chemicals Limited
SHREESHAY,Shreeshay Engineers Limited
SHRENIK,Shrenik Limited
SHREYANIND,Shreyans Industries Limited
SHREYASI,Shreyas Intermediates Ltd.
SHBAJRG,Shri Bajrang Alliance Limited
SBVCL,Shri Balaji Valve Components Limited
SHRIDINE,Shri Dinesh Mills Ltd.
SHRIGANG,Shri Gang Industries & Allied Products Limited
SHRJAGP,Shri Jagdamba Polymers Ltd
SHKALYN,Shri Kalyan Holdings Ltd.
SKCIL,Shri Keshav Cements and Infra Limited
SHRIKRISH,Shri Krishna Devcon Limited
SHRAJOI,Shri Rajivlochan Oil Extraction Ltd
VASUPRADA,SHRI VASUPRADA PLANTATIONS LIMITED
SVRL,Shri Venkatesh Refineries Limited
SHRICON,Shricon Industries Ltd.
SHRINGARMS,Shringar House of Mangalsutra Limited
SRAMSET,Shriram Asset Management Co.Ltd.
SHRIRAMFIN,Shriram Finance Limited
SHRIPISTON,Shriram Pistons & Rings Limited
SHRIRAMPPS,Shriram Properties Limited
SHRISTI,SHRISTI INFRASTRUCTURE DEVELOPMENT CORPORATION LTD.
SHRYDUS,SHRYDUS INDUSTRIES LIMITED
SHUBHAM,Shubham Polyspin Limited
SKRABUL,Shukra Bullions Limited
SHUKJEW,Shukra Jewellers Limited
SHUKRAPHAR,Shukra Pharmaceuticals Limited
SHYAMCENT,Shyam Century Ferrous Limited
SHYAMMETL,Shyam Metalics and Energy Limited
SHYAMTEL,Shyam Telecom Limited
SHYAMACOMP,Shyama Computronics and Services Limited
SHYMINV,Shyamkamal Investments Ltd.
SIBARAUT,Sibar Auto Parts Ltd.
SICAGEN,Sicagen India Limited
SICALLOG,Sical Logistics Limited
SIDDHA,Siddha Ventures Limited
SIDDHEGA,Siddheswari Garments Ltd.
SIDH,SIDH AUTOMOBILES LIMITED
ENRIN,Siemens Energy India Limited
SIEMENS,Siemens Limited
SIGACHI,Sigachi Industries Limited
SIGMAADV,SIGMA ADVANCED SYSTEMS LIMITED
SIGMA,Sigma Solve Limited
SIGNGCL,SIGNATURE GREEN CORPORATION LIMITED
SIGNATURE,Signatureglobal (India) Limited
SIGIND,Signet Industries Limited
SIGNPOST,Signpost India Limited
SIHORA,SIHORA INDUSTRIES LIMITED
SIKA,Sika Interplant Systems Limited
SIKKO,Sikko Industries Limited
SIKOZY,Sikozy Realtors Limited
SILINV,SIL Investments Limited
SILGO,Silgo Retail Limited
SRSOLTD,SILICON RENTAL SOLUTIONS LIMITED
SILLYMONKS,Silly Monks Entertainment Limited
SILVOAK,Silver Oak (India) Ltd.
SILVERO,Silver oak Commercial Ltd.
SILVERPRL,Silver Pearl Hospitality & Luxury Spaces Limited
SILVERTUC,Silver Touch Technologies Limited
SIMANDHAR,SIMANDHAR IMPEX LIMITED
SIMBHALS,Simbhaoli Sugars Limited
SIMMOND,Simmonds-Marshall Ltd
SIMPLEXCAS,Simplex Castings Ltd.
SIMPLEXINF,Simplex Infrastructures Limited
SIMPLXMIL,SIMPLEX MILLS COMPANY LIMITED
SIMPLXPAP,SIMPLEX PAPERS LTD.
SIMPLXREA,Simplex Realty Limited
SIMRAN,Simran Farms Ltd.
SINCLAIR,Sinclairs Hotels Limited
SINDHUTRAD,Sindhu Trade Links Limited
SINGERIND,Singer India Limited
SINNAR,Sinnar Bidi Udyog Ltd.
SINTERCOM,Sintercom India Limited
SIRCA,Sirca Paints India Limited
SIROHIA,Sirohia & Sons Limited
SIS,SIS LIMITED
SITAENT,Sita Enterprises LTD.
SITINET,Siti Networks Limited
SIYARAM,Siyaram Recycling Industries Limited
SIYSIL,Siyaram Silk Mills Limited
SIZEMASTER,SIZEMASTERS TECHNOLOGY LIMITED
SJVN,SJVN Limited
SKIEL,SK International Export Limited
SKM,SK Minerals & Additives Limited
SKFINDUS,SKF India (Industrial) Limited
SKFINDIA,SKF India Limited
SKIPPER,Skipper Limited
SKMEGGPROD,SKM Egg Products Export (India) Limited
SKPSEC,SKP Securities Ltd.
SKYGOLD,SKY GOLD AND DIAMONDS LIMITED
SKYIND,Sky Industries Ltd
SKYBIOTECH,SKYBIOTECH HEALTHCARE LIMITED
SKYLMILAR,Skyline Millars Ltd
SMAUTO,SM Auto Stamping Limited
SMARTFIN,Smart Finsec Limited
SMARTLINK,Smartlink Holdings Limited
SMARTWORKS,Smartworks Coworking Spaces Limited
SMCREDT,SMC Credits ltd.
SMCGLOBAL,SMC Global Securities Limited
SMFIL,Smiths & Founders (India) Limited
SMLMAH,SML Mahindra Limited
SMR,SMR Jewels Limited
SMRUTHIORG,Smruthi Organics Limited
SMSPHARMA,SMS Pharmaceuticals Limited
SMTEL,SMT ENGINEERING LIMITED
SNL,SNL Bearings Ltd.
SNOWMAN,Snowman Logistics Limited
SOBHA,Sobha Limited
SOBME,Sobhagya Mercantile Ltd.
SAFE,Sodhani Academy of Fintech Enablers Limited
SODHACAP,SODHANI CAPITAL LIMITED
SOFCOM,SOFCOM SYSTEMS LIMITED
SOFTRAKV,Softrak Venture Investments Ltd.
SOFTTECH,Softtech Engineers Limited
SOLARINDS,Solar Industries India Limited
SOLARA,Solara Active Pharma Sciences Limited
SOLARIUM,SOLARIUM GREEN ENERGY LIMITED
SOLARWORLD,Solarworld Energy Solutions Limited
SOLEX,Solex Energy Limited
SOLIDSTON,Solid Stone Company Ltd.
SOLIMAC,Solitaire Machine Tools Ltd
SOLVEX,Solvex Edibles Limited
SDBL,Som Distilleries & Breweries Limited
SOMATEX,Soma Textiles & Industries Limited
SOMANYCERA,Somany Ceramics Limited
SOMICONVEY,Somi Conveyor Beltings Limited
SONACOMS,Sona BLW Precision Forgings Limited
SONALAD,Sonal Adhesives Ltd.
SONAL,Sonal Mercantile Limited
SONALIS,Sonalis Consumer Products Limited
SONAMLTD,SONAM LIMITED
SONATSOFTW,Sonata Software Limited
SML,Soni Medicare Limited
STRAEXPO,Sophia Traexpo Limited
SOURCEIND,Source Industries (India) Ltd
SOURCENTRL,Source Natural Foods & Herbal Suppl Ltd
STHINPA,South India Paper Mills Ltd.
SOUTHWEST,South West Pinnacle Exploration Limited
SOUTHERNIN,SOUTHERN INFOCONSULTANTS LIMITED
SOUTLAT,Southern Latex Ltd.
SOUTHMG,Southern Magnesium And Chemicals Lt
SPIC,Southern Petrochemicals Industries Corporation  Limited
SOVERDIA,Sovereign Diamonds Ltd
SPACAPS,SPA Capital Services Limited
SPACEINCUBA,Space Incubatrics Technologies Limited
SPCENET,Spacenet Enterprises India Limited
SPANDANA,Spandana Sphoorty Financial Limited
SSFLPP,Spandana Sphoorty Financial Limited
SPAR,SPARC ELECTREX LIMITED
SPARKLEGR,SPARKLE GOLD ROCK LIMITED
SPML,SPECIALITY MEDICINES LIMITED
SPECIALITY,Speciality Restaurants Limited
SPECTRA,Spectra Industries Ltd.
SPECTRUM,Spectrum Electrical Industries Limited
SPECFOOD,Spectrum Foods Limited
ZSPEEDCO,Speedage Commercials Ltd.
SPELS,SPEL Semiconductor Ltd.
SPENCERS,Spencer's Retail Limited
SPENTA,Spenta International Ltd.
SPICEISLIN,SPICE ISLANDS INDUSTRIES LIMITED
SPICELOUNG,SPICE LOUNGE FOOD WORKS LIMITED
SPICEJET,SpiceJet Limited
SPINAROO,SPINAROO COMMERCIAL LIMITED
SPLIL,SPL Industries Limited
SPMLINFRA,SPML Infra Limited
SPORTKING,Sportking India Limited
SPRAYKING,Sprayking Limited
SPRIGHT,SPRIGHT AGRO LIMITED
SFTL,SPRINGFORM TECHNOLOGY LIMITED
SPVGLOBAL,SPV GLOBAL TRADING LIMITED
SFPIL,Square Four Projects India Limited
SRECR,Sree chem Resins Ltd
SRHHYPOLTD,Sree Rayalaseema Hi-Strength Hypo Limited
SREEL,Sreeleathers Limited
SRESTHA,Srestha Finvest Limited
SRF,SRF Limited
SRGFFL,SRG FINGROW FINANCE LIMITED
SRGHFL,SRG Housing Finance Limited
AMARNATH,SRI AMARNATH FINANCE LIMITED
SRICC,Sri Chakra Cement Limited
HAVISHA,Sri Havisha Hospitality and Infrastructure Limited
SRIKPRIND,Sri KPR Industries Ltd
SLSTLQ,Sri Lakshmi Saraswathi Textiles (Ar
LOTUSDEV,Sri Lotus Developers and Realty Limited
SRINACHA,Sri Nachammai Cotton Mills Ltd.
SRMCL,Sri Ramakrishna Mills (Coimbatore) Ltd.
SRIGEE,SRIGEE DLM LIMITED
SRM,SRM Contractors Limited
SRUSTEELS,SRU Steels Limited
SSMD,SSMD AGROTECH INDIA LIMITED
SSPDL,SSPDL Limited
SSPNFIN,SSPN Finance Limited
STALLION,Stallion India Fluorochemicals Limited
STANBIK,STANBIK AGRO LIMITED
STDBAT,Standard Batteries Ltd.
STANCAP,Standard Capital Markets Ltd.
SETL,Standard Engineering Technology Limited
SIL,Standard Industries Limited
STDSHOE,Standard Shoe Sole and Mould (India) Ltd
STDSFAC,Standard Surfactants Ltd.
STANLEY,Stanley Lifestyles Limited
STANPACK,Stanpacks (India) Ltd.
STANROS,Stanrose Mafatlal Investments & Fin
STARCEMENT,Star Cement Limited
STARDELTA,STAR DELTA TRANSFORMERS LIMITED
STARHEALTH,Star Health and Allied Insurance Company Limited
STARHFL,STAR HOUSING FINANCE LIMITED
STARIMAGIN,STAR IMAGING AND PATH LAB LIMITED
STARPAPER,Star Paper Mills Limited
STARCOM,Starcom Information Technology Ltd
STARLENT,STARLINEPS ENTERPRISES LIMITED
STARLOG,Starlog Enterprises Limited
STARSOURCE,STARSOURCE MULTITRADE LIMITED
STARTECK,Starteck Finance Limited
SBIN,State Bank of India
SAIL,Steel Authority of India Limited
STEELCITY,Steel City Securities Limited
STEELXIND,STEEL EXCHANGE INDIA LIMITED
STLSTRINF,Steel Strips Infrastructures Limited
SSWL,Steel Strips Wheels Limited
STEELCAS,Steelcast Limited
STML,STEELMAN TELECOM LIMITED
STEL,Stel Holdings Limited
STELLANT,STELLANT SECURITIES (INDIA) LIMITED
STELLAR,STELLAR CAPITAL SERVICES LIMITED
STEP2COR,Step Two Corporation Ltd.
SWSOLAR,Sterling and Wilson Renewable Energy Limited
STRGRENWO,Sterling Green  Woods  Limited
STERPOW,Sterling Powergensys Limited
STERTOOLS,Sterling Tools Limited
STLTECH,Sterlite Technologies Limited
SGL,STL Global Limited
STLNETWORK,STL Networks Limited
STAL,Storage Technologies and Automation Limited
STOVEKRAFT,Stove Kraft Limited
STOVACQ,Stovec Industries Ltd.
STRATMONT,STRATMONT INDUSTRIES LIMITED
STAR,Strides Pharma Science Limited
META,STRING METAVERSE LIMITED
STUDDS,Studds Accessories Limited
STYLAMIND,Stylam Industries Limited
STYRENIX,Styrenix Performance Materials Limited
SUBAM,SUBAM PAPERS LIMITED
SUBEXLTD,Subex Limited
SUBSM,Subhash Silk Mills Ltd.
SUBROS,Subros Limited
SUDAI,Sudal Industries Limited
SUDARSCHEM,Sudarshan Chemical Industries Limited
SUDARCOLOR,Sudarshan Colorants India Limited
SUDARSHAN,SUDARSHAN PHARMA INDUSTRIES LIMITED
SUDEEPPHRM,Sudeep Pharma Limited
SUDTIND-B,Suditi Industries Ltd.
SUERYAAKNI,Sueryaa Knitwear Limited
SUGALDAM,Sugal & Damani Share Brokers Ltd.
SUGSLLOYD,SUGS LLOYD LIMITED
SUJALA,Sujala Trading & Holdings Ltd.
SUKHJITS,Sukhjit Starch & Chemicals Limited
SULA,Sula Vineyards Limited
SULABEN,Sulabh Engineers & Services Limited
SUMEDHA,Sumedha Fiscal Services Ltd.
SUMEETINDS,Sumeet Industries Limited
SUMEET-RE,Sumeet Industries Limited-RE
SUMERUIND,Sumeru Industries Ltd.
SUMIT,Sumit Woods Limited
SUMICHEM,Sumitomo Chemical India Limited
SUMMITSEC,Summit Securities Limited
SPARC,Sun Pharma Advanced Research Company Limited
SUNPHARMA,Sun Pharmaceutical Industries Limited
SUNRETAIL,Sun Retail Limited
SUNTV,Sun TV Network Limited
SCTL,Suncare Traders Limited
SUNCITYSY,Suncity Synthetics Ltd.
SUNDRMBRAK,Sundaram Brake Linings Limited
SUNCLAY,Sundaram Clayton Limited
SUNDARMFIN,Sundaram Finance Limited
SUNDARAM,Sundaram Multi Pap Limited
SUNDRMFAST,Sundram Fasteners Limited
SUNDROP,Sundrop Brands Limited
SUNFLAG,Sunflag Iron And Steel Company Limited
SUNGOLD,Sungold Capital Ltd.
SMEL,Sungold Media and Entertainment Limited
SUNILAGR,Sunil Agro Foods ltd.
SUNLOC,Sunil Healthcare Limited
SUNILTX,Sunil Industries Ltd.
SUNITATOOL,Sunita Tools Limited
SUNRAJDI,Sunraj Diamond Exports Ltd.
SUNRAKSHAK,SUNRAKSHAKK INDUSTRIES INDIA LIMITED
SEML,Sunrise Efficient Marketing Limited
SUNRINV,Sunrise Industrial Traders Ltd.
SUNSHIEL,Sunshield Chemicals Ltd.
SUNSKY,Sunsky Logistics Limited
SUNTECK,Sunteck Realty Limited
SUPERBAK,Super Bakers (India) Ltd.
SUCROSA,Super Crop Safe Ltd.
SKL,SUPER FINE KNITTERS LIMITED
SUPERIRON,Super Iron Foundry Limited
SUPER,Super Sales India Ltd.
SUPERSPIN,Super Spinning Mills Limited
SUPTANERY,Super Tannery Limited
SUPERHOUSE,Superhouse Limited
SUPERIOR,Superior Finlease Limited
SIEL,Superior Industrial Enterprises Limited
SUPERSHAKT,Supershakti Metaliks Limited
SEVL,SUPERTECH EV LIMITED
SUPERTEX,Supertex Industries Ltd
SUPHA,SUPHA PHARMACHEM LIMITED
SUPRAPFSL,Supra Pacific Financial Services Limited
SUPRATRE,Supra Trends Limited
SUPRAJIT,Suprajit Engineering Limited
SUPREMEENG,Supreme Engineering Limited
SUPREME,Supreme Holdings & Hospitality (India) Limited
SUPREMEIND,Supreme Industries Limited
SUPREMEINF,Supreme Infrastructure India Limited
SPLPETRO,Supreme Petrochem Limited
SUPRIYA,Supriya Lifescience Limited
SURAJEST,Suraj Estate Developers Limited
SURJIND,Suraj Industries Limited.
SURAJINDPP,Suraj Industries Limited.
SURAJLTD,Suraj Limited
SURAJ,Suraj Products Ltd.
SURAKSHA,Suraksha Diagnostic Limited
SURANASOL,Surana Solar Limited
SURANAT&P,Surana Telecom and Power Limited
SURATRAML,Surat Trade and Mercantile Limited
SBGLP,Suratwwala Business Group Limited
SURBHIN,Surbhi Industries Limited
SURYAINDIA,Surya India Limited
SURYAROSNI,Surya Roshni Limited
SURYAAMBA,Suryaamba Spinning Mills Limited
SURYALAXMI,Suryalakshmi Cotton Mills Limited
SURYALA,Suryalata Spinning Mills Limited
SURFI,Suryo Foods & Industries Ltd.
SURYODAY,Suryoday Small Finance Bank Limited
SUSAN,Susan Electricals India Limited
SUTLEJTEX,Sutlej Textiles and Industries Limited
SUVEN,Suven Life Sciences Limited
SICL,Suvidha Infraestate Corporation Limited
SUVIDHAA,Suvidhaa Infoserve Limited
SGFRL,Suyog Gurbaxani Funicular Ropeways Limited
SUYOG,Suyog Telematics Limited
SUZLON,Suzlon Energy Limited
SVAINDIA,SVA India Ltd
SVAMSOF,Svam Software Ltd
ZSVARAJT,Svaraj Trading & Agencies Ltd.
SNIM,Svarnim Trade Udyog Limited
SVCIND,SVC INDUSTRIES LIMITED
SVPGLOB,SVP GLOBAL TEXTILES LIMITED
SVS,SVS VENTURES LIMITED
SWADEIN,Swadeshi Industries Leasing Co. Ltd
SWADPOL,Swadeshi Polytex Ltd.
SWADHATURE,Swadha Nature Limited
SWAGTAM,Swagtam Trading & Services Limited
SWANCORP,SWAN CORP LIMITED
SWANDEF,Swan Defence and Heavy Industries Limited
SWARAJENG,Swaraj Engines Limited
SWRNASE,Swarna Securities Ltd.
SWARNSAR,SWARNSARITA JEWELS INDIA LIMITED
SPL,Swashthik Plascon Limited
SWASTH,Swasth Foodtech India Limited
SVARTCORP,Swasti Vinayaka Art And Heritage Corporation Ltd
SWASTIVI,Swasti Vinayaka Synthetics Ltd.
SWASTIKAAL,Swastika Castal Limited
SWASTIKA,Swastika Investmart Ltd
SWATIPRO,Swati Projects Limited
SWELECTES,Swelect Energy Systems Limited
SWIGGY,Swiggy Limited
SWISSMLTRY,SWISS MILITARY CONSUMER GOODS LIMITED
SWITCHTE,Switching Technologies Gunther Ltd.
SWOJAS,SWOJAS FOODS LIMITED
SYLPH,Sylph Industries Limited
SYMBIOX,Symbiox Investment & Trading Co. Ltd.
SYMPHONY,Symphony Limited
SYNCOMF,Syncom Formulations (India) Limited
SGIL,Synergy Green Industries Limited
SYNGENE,Syngene International Limited
SYRMA,Syrma SGS Technology Limited
SYSCHEM,Syschem (India) Ltd.
SYSTEMATIC,SYSTEMATIC INDUSTRIES LIMITED
SYSTMTXC,Systematix Corporate Services Limited
SYTIXSE,Systematix Securities Ltd.
TIGLOB,T & I Global Ltd.
TTL,T T Limited
TSPIRITUAL,T. Spiritual World Ltd.
TAALTECH,Taal Tech Limited
TAHMARENT,TAHMAR ENTERPRISES LIMITED
TAIIND,Tai Industries Ltd.
TAINWALCHM,Tainwala Chemical and Plastic (I) Limited
TAJGVK,Taj GVK Hotels & Resorts Limited
TAKE,Take Solutions Limited
TAKYON,TAKYON NETWORKS LIMITED
TALBROAUTO,Talbros Automotive Components Limited
TALBROSENG,TALBROS ENGINEERING LIMITED
TAMBOLIIN,Tamboli Industries Limited
TNPL,Tamil Nadu Newsprint & Papers Limited
TMB,Tamilnad Mercantile Bank Limited
TNPETRO,Tamilnadu PetroProducts Limited
TNTELE,Tamilnadu Telecommunication Limited
TANDHANIN,TANDHAN INDUSTRIES LIMITED
TANAA,Taneja Aerospace & Aviation Ltd.
TANFACIND,TANFAC Industries Ltd.
TANLA,Tanla Platforms Limited
TANVI,Tanvi Foods (India) Limited
TAPARIA,Taparia Tools Ltd.
TARACHAND,Tara Chand InfraLogistic Solutions Limited
TARAI,Tarai Foods Ltd.
TARAPUR,Tarapur Transformers Limited
TARC,TARC Limited
TARINI,Tarini International Limited
TARMAT,Tarmat Limited
TARSONS,Tarsons Products Limited
TASHIND,Tashi India Ltd.
TASTYBITE,Tasty Bite Eatables Limited
TDSL,Tasty Dairy Specialities Limited
TATACAP,Tata Capital Limited
TATACHEM,Tata Chemicals Limited
TATACOMM,Tata Communications Limited
TCS,Tata Consultancy Services Limited
TATACONSUM,TATA CONSUMER PRODUCTS LIMITED
TATAELXSI,Tata Elxsi Limited
TATAINVEST,Tata Investment Corporation Limited
TMCV,Tata Motors Limited
TMPV,Tata Motors Passenger Vehicles Limited
TSIFDG,Tata Mutual Fund
TSIFDIR,Tata Mutual Fund
TSIFRG,Tata Mutual Fund
TSIFRIP,Tata Mutual Fund
TSIFRIR,Tata Mutual Fund
NETF,Tata Mutual Fund - Permitted
TATAPOWER,Tata Power Company Limited
TATASTEEL,Tata Steel Limited
TATATECH,Tata Technologies Limited
TTML,Tata Teleservices (Maharashtra) Limited
TATIAGLOB,Tatia Global Vennture Limited
TATVA,Tatva Chintan Pharma Chem Limited
TRL,Taylormade Renewables Limited
TBOTEK,TBO Tek Limited
TCC,TCC Concept Limited
TCFCFINQ,TCFC Finance Ltd
TCIEXP,TCI Express Limited
TCIFINANCE,TCI Finance Limited
TCIIND,TCI Industries Ltd.
TCMLMTD,TCM Ltd.
TCPLPACK,TCPL Packaging Limited
TDPOWERSYS,TD Power Systems Limited
TEAMGTY,Team India Guaranty Limited
TEAM24,TEAM24 CONSUMER PRODUCTS LIMITED
TEAMLEASE,Teamlease Services Limited
TPHQ,Teamo Productions HQ Limited
TECHM,Tech Mahindra Limited
TECHKGREEN,TECHKNOWGREEN SOLUTIONS LIMITED
TECHNICHEM,TECHNICHEM ORGANICS LIMITED
TECHNOE,Techno Electric & Engineering Company Limited
TIIL,Technocraft Industries (India) Limited
TECHCON,Technojet Consultants Ltd.
TECHNOPACK,Technopack Polymers Limited
TECHNVISN,TechNVision Ventures Limited
TECILCHEM,TECIL Chemicals and Hydro Power Limited
TEEAI,Teesta Agro Industries Ltd
TEGA,Tega Industries Limited
TEJASNET,Tejas Networks Limited
TEJASSVI,TEJASSVI AAHARAM LIMITED
TEJNAKSH,Tejnaksh Healthcare Limited
TELECANOR,TeleCanor Global Limited
TELGE,TELGE PROJECTS LIMITED
TELOGICA,TELOGICA LIMITED
TEMBO,Tembo Global Industries Limited
TENNIND,Tenneco Clean Air India Limited
TERASOFT,Tera Software Limited
TERAI,Terai Tea Co. Ltd.
TERRAFORM,Terraform Magnum Limited
TERRAREAL,Terraform Realstate Limited
TEXELIN,Texel Industries Ltd.
TEXINFRA,Texmaco Infrastructure & Holdings Limited
TEXRAIL,Texmaco Rail & Engineering Limited
TEXMOPIPES,Texmo Pipes and Products Limited
TGBHOTELS,TGB Banquets And Hotels Limited
TGIF,TGIF AGRIBUSINESS LIMITED
TGVSL,TGV SRAAC LIMITED
THACKER,Thacker & Company Limited
THAKDEV,Thakkers Developers Limited
THAKKERS,THAKKERS GROUP LIMITED
THAKRAL,Thakral Services (India) Limited
THANGAMAYL,Thangamayil Jewellery Limited
ANDHRSUGAR,The Andhra Sugars Limited
ANUP,The Anup Engineering Limited
BBTC,The Bombay Burmah Trading Corporation Limited
BYKE,The Byke Hospitality Ltd
FEDERALBNK,The Federal Bank  Limited
GESHIP,The Great Eastern Shipping Company Limited
GROBTEA,The Grob Tea Company Limited
HITECHGEAR,The Hi-Tech Gears Limited
INDIACEM,The India Cements Limited
INDHOTEL,The Indian Hotels Company Limited
IWP,The Indian Wood Products Company Limited
THEINVEST,The Investment Trust Of India Limited
J&KBANK,The Jammu & Kashmir Bank Limited
KTKBANK,The Karnataka Bank Limited
MOTOGENFIN,The Motor & General Finance Limited
NIACL,The New India Assurance Company Limited
ORISSAMINE,The Orissa Minerals Development Company Limited
PKTEA,The Peria Karamalai Tea & Produce Company Limited
PHOENIXLTD,The Phoenix Mills Limited
PHOSPHATE,The Phosphate Company Limited
RAMCOCEM,The Ramco Cements Limited
RAVALSUGAR,The Ravalgaon Sugar Farm Limited
RUBYMILLS,The Ruby Mills Limited
SANDESH,The Sandesh Limited
SOUTHBANK,The South Indian Bank Limited
ZSOUTGAS,The Southern Gas Limited
STCINDIA,The State Trading Corporation of India Limited
UGARSUGAR,The Ugar Sugar Works Limited
UNITEDTEA,The United Nilgiri Tea Estates Company Limited
WIPL,The Western India Plywoods Limited
YSL,The Yamuna Syndicate Ltd
THEJO,Thejo Engineering Limited
THEMISMED,Themis Medicare Limited
THERMAX,Thermax Limited
THINKINK,THINKINK PICTUREZ LIMITED
TPROJECT,Thirani Projects Limited
TIRUMALCHM,Thirumalai Chemicals Limited
THOMASCOOK,Thomas Cook  (India)  Limited
THOMASCOTT,Thomas Scott (India) Limited
THREEMPAPE,THREE M PAPER BOARDS LIMITED
THRIVE,THRIVE FUTURE HABITATS LIMITED
THYROCARE,Thyrocare Technologies Limited
TIERRA,Tierra Agrotech Limited
TIGERLOGS,Tiger Logistics (India) Limited
TIJARIA,Tijaria Polypipes Limited
TIL,TIL Limited
TILAK,Tilak Ventures Limited
TI,Tilaknagar Industries Limited
TIMETECHNO,Time Technoplast Limited
TIMESGREEN,Times Green Energy (India) Limited
TIMEX,Timex Group India Limited
TIMKEN,Timken India Limited
TINNARUBR,Tinna Rubber and Infrastructure Limited
TIPCO,Tipco Engineering India Limited
TIPSFILMS,Tips Films Limited
TIPSMUSIC,Tips Music Limited
TIRTPLS,Tirth Plastic Ltd.
TFLL,Tirupati Fin-Lease Ltd.
TIRUFOAM,TIRUPATI FOAM LIMITED
TIRUPATIFL,Tirupati Forge Limited
TIRUPATIIN,TIRUPATI INNOVAR LIMITED
TIRSARJ,Tirupati Sarjan Ltd.
TIRUSTA,Tirupati Starch & Chemicals Ltd.
TITAANIUM,Titaanium Ten Enterprise Limited
TITAGARH,TITAGARH RAIL SYSTEMS LIMITED
TITANBIO,Titan Bio-Tech Ltd.
TITAN,Titan Company Limited
TITANIN,TITAN INTECH LIMITED
TITANSEC,Titan Securities Ltd.
TVOLCON,Tivoli Construction Ltd.
TOKYOFIN,Tokyo Finance Ltd.
TOKYOPLAST,Tokyo Plast International Limited
TOLINS,Tolins Tyres Limited
TTGIL,TOMORROW TECHNOLOGIES GLOBAL INNOVATIONS LIMITED
TORNTPHARM,Torrent Pharmaceuticals Limited
TORNTPOWER,Torrent Power Limited
TTC,TOSS THE COIN LIMITED
TOTAL,Total Transport Systems Limited
TOUCHWOOD,Touchwood Entertainment Limited
TFCILTD,Tourism Finance Corporation of India Limited
TOYAMSL,TOYAM SPORTS LIMITED
TPINDIA,TPI India Ltd.
TPLPLASTEH,TPL Plastech Limited
TRACXN,Tracxn Technologies Limited
TRADWIN,Trade Wings Ltd.
TRADEWELL,TRADEWELL HOLDINGS LIMITED
TIHIL,TRANS INDIA HOUSE IMPEX LIMITED
TRANSFRE,Trans-Freight Containers Ltd.
TRANSCHEM,Transchem Limited.
TRANSCOR,Transcorp International Ltd.
TARIL,Transformers And Rectifiers (India) Limited
TRABI,Transgene Biotek Ltd.
TRANSFD,Transglobe Foods Ltd.
TREL,Transindia Real Estate Limited
TRANOCE,Transoceanic Properties Ltd.
TRANSPACT,Transpact Enterprises Limited
TRANSPEK,Transpek Industry Limited
TCI,Transport Corporation of India Limited
TRANSRAILL,Transrail Lighting Limited
TRANSVOY,TRANSVOY LOGISTICS INDIA LIMITED
TFL,Transwarranty Finance Limited
TRANSWORLD,TRANSWORLD SHIPPING LINES LIMITED
TRANWAY21,TRANWAY21 TECHNOLOGIES LIMITED
TRAVELFOOD,Travel Food Services Limited
TRAVELS,Travels & rentals Limited
TREEHOUSE,Tree House Education & Accessories Limited
TREJHARA,TREJHARA SOLUTIONS LIMITED
TRENT,Trent Limited
TRESCON,TRESCON LIMITED
TRF,TRF Limited
